Frame,Luminance value,base line
2789,166.9920821,base line
2790,166.9918749,base line
2791,166.9921506,base line
2792,166.992131,base line
2793,166.9921955,base line
2794,166.9924442,base line
2795,166.9922747,base line
2796,166.9920302,base line
2797,166.9919959,base line
2798,166.9918513,base line
2799,166.9920043,base line
2800,166.9917108,base line
2801,166.9920705,base line
2802,166.9919101,base line
2803,166.9920405,base line
2804,166.9917246,base line
2805,166.99209,base line
2806,166.9917746,base line
2807,166.9919282,base line
2808,166.9919206,base line
2809,166.9917036,base line
2810,166.991629,base line
2811,166.9917413,base line
2812,166.9916593,base line
2813,166.9917613,base line
2814,166.9920547,base line
2815,166.9918049,base line
2816,166.9918016,base line
2817,166.9910123,base line
2818,166.9917339,base line
2819,166.9919612,base line
2820,166.9918103,base line
2821,166.9916723,base line
2822,166.9920007,base line
2823,166.9920936,base line
2824,166.9921339,base line
2825,166.9917518,base line
2826,166.9919968,base line
2827,166.9922057,base line
2828,166.9921518,base line
2829,166.9916229,base line
2830,166.9923963,base line
2831,166.992225,base line
2832,166.9922867,base line
2833,166.9919657,base line
2834,166.9924318,base line
2835,166.9922597,base line
2836,166.992159,base line
2837,166.9917013,base line
2838,166.9924205,base line
2839,166.9920214,base line
2840,166.9921381,base line
2841,166.9915199,base line
2842,166.9924879,base line
2843,166.9924329,base line
2844,166.9921565,base line
2845,166.9919881,base line
2846,166.9913828,base line
2847,166.9911448,base line
2848,166.9914161,base line
2849,166.9914121,base line
2850,166.9915549,base line
2851,166.9917258,base line
2852,166.9915197,base line
2853,166.9917677,base line
2854,166.9913773,base line
2855,166.9912263,base line
2856,166.9915918,base line
2857,166.9918133,base line
2858,166.9917852,base line
2859,166.9918384,base line
2860,166.9919835,base line
2861,166.9919459,base line
2862,166.9919757,base line
2863,166.9915386,base line
2864,166.9919066,base line
2865,166.9920813,base line
2866,166.9918501,base line
2867,166.9917747,base line
2868,166.9921174,base line
2869,166.9921345,base line
2870,166.9919227,base line
2871,166.991889,base line
2872,166.9920297,base line
2873,166.9925361,base line
2874,166.9918644,base line
2875,166.9921553,base line
2876,166.9925112,base line
2877,166.9923886,base line
2878,166.9924479,base line
2879,166.9923589,base line
2880,166.9930112,base line
2881,166.9928007,base line
2882,166.9928639,base line
2883,166.9927877,base line
2884,166.9928459,base line
2885,166.9930684,base line
2886,166.9928443,base line
2887,166.9924995,base line
2888,166.9930517,base line
2889,166.9929908,base line
2890,166.9932165,base line
2891,166.9928691,base line
2892,166.9932244,base line
2893,166.9931511,base line
2894,166.9930207,base line
2895,166.9928683,base line
2896,166.9930403,base line
2897,167.7432337,
2898,168.6221458,
2899,168.4726751,
2900,168.7952184,
2901,169.2010442,
2902,169.1037193,
2903,169.0010884,
2904,168.3400853,
2905,167.9965077,
2906,168.0292904,
2907,167.5076308,
2908,166.3361873,
2909,165.8296935,
2910,165.5639569,
2911,166.4794549,
2912,168.0426125,
2913,169.0934551,
2914,169.4759062,
2915,169.6173546,
2916,169.1519167,
2917,168.9805794,
2918,169.03214,
2919,168.8696464,
2920,169.0093965,
2921,169.5872739,
2922,169.7530184,
2923,169.2653269,
2924,169.176087,
2925,168.1811489,
2926,167.9739153,
2927,168.4478036,
2928,168.806723,
2929,169.6156774,
2930,169.6256998,
2931,168.5722981,
2932,168.0075461,
2933,168.0878364,
2934,168.2844269,
2935,168.2432394,
2936,168.4873571,
2937,168.7905823,
2938,169.6131228,
2939,170.0349303,
2940,170.3859018,
2941,170.1611194,
2942,169.649405,
2943,168.9309098,
2944,168.3214906,
2945,168.467111,
2946,168.8260024,
2947,168.5759843,
2948,168.4480169,
2949,168.3941547,
2950,168.524998,
2951,168.2980794,
2952,168.7155377,
2953,169.3470857,
2954,169.6162933,
2955,169.6061122,
2956,169.4944884,
2957,169.4451574,
2958,169.5370099,
2959,169.6876191,
2960,170.4153944,
2961,171.2584078,
2962,172.3548619,
2963,172.9052547,
2964,172.9679837,
2965,172.8412424,
2966,172.7372509,
2967,173.0052475,
2968,172.743292,
2969,171.9541927,
2970,171.3284697,
2971,170.5054586,
2972,169.9163145,
2973,169.5750826,
2974,169.5365266,
2975,169.3488345,
2976,169.7986213,
2977,171.0288168,
2978,172.1363231,
2979,172.2465959,
2980,172.2579944,
2981,172.0787459,
2982,171.7919491,
2983,171.5668774,
2984,171.912854,
2985,172.0435095,
2986,171.7924169,
2987,171.475044,
2988,171.1802922,
2989,171.0644333,
2990,171.0239926,
2991,170.8649814,
2992,170.3223809,
2993,170.6052812,
2994,170.9762123,
2995,170.748713,
2996,170.1601573,
2997,169.4657368,
2998,169.303089,
2999,169.4448189,
3000,169.4171173,
3001,169.3711526,
3002,169.3887632,
3003,169.6107199,
3004,169.6034614,
3005,170.1425956,
3006,170.3978815,
3007,170.1444248,
3008,170.1449391,
3009,170.8286069,
3010,171.1261153,
3011,171.0848186,
3012,170.6181749,
3013,170.2746701,
3014,170.1294013,
3015,169.455595,
3016,168.9468508,
3017,168.6935346,
3018,168.7204344,
3019,168.7579598,
3020,168.6955375,
3021,168.3407704,
3022,168.3289536,
3023,168.6534715,
3024,168.5619281,
3025,169.2120157,
3026,169.8109306,
3027,170.2308692,
3028,169.994589,
3029,169.1591652,
3030,168.2736898,
3031,168.2890216,
3032,168.4568375,
3033,168.1013931,
3034,168.3068096,
3035,168.1425811,
3036,167.549769,
3037,167.1914192,
3038,167.8174568,
3039,168.4107629,
3040,168.6724469,
3041,168.6455692,
3042,168.6229839,
3043,168.6060907,
3044,168.5434912,
3045,168.0903215,
3046,167.376388,
3047,166.9801706,
3048,167.5442426,
3049,167.8614808,
3050,167.95914,
3051,168.0522618,
3052,168.0330289,
3053,168.1358029,
3054,168.3884013,
3055,168.556183,
3056,168.2160245,
3057,167.9973835,
3058,167.5983248,
3059,167.4977372,
3060,167.5795011,
3061,167.7965531,
3062,167.7680477,
3063,167.9472177,
3064,167.9116238,
3065,167.5553968,
3066,167.1401319,
3067,166.5301201,
3068,165.7059177,
3069,165.2218133,
3070,164.805098,
3071,165.0751188,
3072,165.8117519,
3073,166.5428527,
3074,166.9189685,
3075,166.4958326,
3076,166.3587852,
3077,166.6466418,
3078,166.7157026,
3079,166.6807655,
3080,166.8665862,
3081,166.7560084,
3082,166.5231171,
3083,166.485772,
3084,166.5011144,
3085,166.4742117,
3086,166.2580845,
3087,166.444178,
3088,165.8086948,
3089,166.0420639,
3090,167.2021844,
3091,168.1110163,
3092,168.5624285,
3093,168.6413591,
3094,168.2181353,
3095,168.3129101,
3096,168.0784921,
3097,167.4941373,
3098,167.5429096,
3099,167.5028854,
3100,167.6533294,
3101,168.271762,
3102,168.318026,
3103,167.6579224,
3104,167.4788927,
3105,168.6281501,
3106,169.4400645,
3107,169.4259265,
3108,169.1647502,
3109,168.9364823,
3110,168.6536196,
3111,168.3354202,
3112,168.4535456,
3113,168.5146568,
3114,168.417595,
3115,168.5111749,
3116,169.1137433,
3117,169.5430276,
3118,169.6116288,
3119,169.6817657,
3120,169.234697,
3121,168.9288659,
3122,168.6332984,
3123,170.1123017,
3124,173.2059993,
3125,174.9453043,
3126,177.089886,
3127,177.3439722,
3128,176.8549329,
3129,175.9879944,
3130,166.9924183,base line
3131,166.9920437,base line
3132,166.9917756,base line
3133,166.9919572,base line
3134,166.9919409,base line
3135,166.991991,base line
3136,166.992189,base line
3137,166.9920076,base line
3138,166.9917778,base line
3139,166.9918179,base line
3140,166.9915957,base line
3141,166.9917349,base line
3142,166.9914308,base line
3143,166.9918761,base line
3144,166.9916726,base line
3145,166.9918471,base line
3146,166.9915143,base line
3147,166.9918457,base line
3148,166.9916326,base line
3149,166.9916271,base line
3150,166.991568,base line
3151,166.9914877,base line
3152,166.9915674,base line
3153,166.9916664,base line
3154,166.9914672,base line
3155,166.9918081,base line
3156,166.9920847,base line
3157,166.9917115,base line
3158,166.9916285,base line
3159,166.9906987,base line
3160,166.9914881,base line
3161,166.9916942,base line
3162,166.9913056,base line
3163,166.9915064,base line
3164,166.9918449,base line
3165,166.9917402,base line
3166,166.9917343,base line
3167,166.9915815,base line
3168,166.9917075,base line
3169,166.9917649,base line
3170,166.9918666,base line
3171,166.9915326,base line
3172,166.9920904,base line
3173,166.9920792,base line
3174,166.9920665,base line
3175,166.9920359,base line
3176,166.9922015,base line
3177,166.9920768,base line
3178,166.9919491,base line
3179,166.9917906,base line
3180,166.9921308,base line
3181,166.9921112,base line
3182,166.9922165,base line
3183,166.9916797,base line
3184,166.9924129,base line
3185,166.9926049,base line
3186,166.992351,base line
3187,166.9920095,base line
3188,166.9909006,base line
3189,166.9909583,base line
3190,166.9917265,base line
3191,166.9916522,base line
3192,166.9913827,base line
3193,166.9915775,base line
3194,166.9916481,base line
3195,166.991973,base line
3196,166.9913557,base line
3197,166.9912784,base line
3198,166.991804,base line
3199,166.9920877,base line
3200,166.9917043,base line
3201,166.9921805,base line
3202,166.9920587,base line
3203,166.9921131,base line
3204,166.9920604,base line
3205,166.9921016,base line
3206,166.9921935,base line
3207,166.992551,base line
3208,166.9922789,base line
3209,166.9924817,base line
3210,166.9929179,base line
3211,166.9925684,base line
3212,166.9919528,base line
3213,166.9927681,base line
3214,166.9922552,base line
3215,166.9924703,base line
3216,166.9922504,base line
3217,166.9904185,base line
3218,166.9913053,base line
3219,166.9911912,base line
3220,166.9913525,base line
3221,166.9912001,base line
3222,166.9916158,base line
3223,166.9914017,base line
3224,166.9919263,base line
3225,166.9913279,base line
3226,166.9915863,base line
3227,166.9919848,base line
3228,166.991866,base line
3229,166.9912771,base line
3230,166.9918532,base line
3231,166.9921179,base line
3232,166.9915974,base line
3233,166.9915997,base line
3234,166.9920441,base line
3235,166.9919471,base line
3236,166.9919842,base line
3237,166.99174,base line
3238,166.9915452,base line
3239,169.424125,
3240,169.4234826,
3241,169.4646758,
3242,169.4841815,
3243,169.4917485,
3244,169.5392659,
3245,169.5453156,
3246,169.5461427,
3247,169.5602775,
3248,169.5797304,
3249,169.5908175,
3250,169.5906172,
3251,169.5723288,
3252,169.5760192,
3253,169.6120489,
3254,169.6041,
3255,169.6140141,
3256,169.6405618,
3257,169.6230585,
3258,169.6233546,
3259,169.6375352,
3260,169.6479764,
3261,169.6528624,
3262,169.6533882,
3263,169.6233179,
3264,169.6258214,
3265,169.6593125,
3266,169.6607023,
3267,169.641119,
3268,169.6186238,
3269,169.6444031,
3270,169.6445763,
3271,169.6514512,
3272,169.65542,
3273,169.6728471,
3274,169.6729072,
3275,169.6710343,
3276,169.6709884,
3277,169.6686387,
3278,169.6746413,
3279,169.6757906,
3280,169.6506159,
3281,169.6752247,
3282,169.6751593,
3283,169.667977,
3284,169.6573059,
3285,169.685041,
3286,169.6832312,
3287,169.6817954,
3288,169.6811754,
3289,169.6964204,
3290,169.7067411,
3291,169.7022959,
3292,169.668595,
3293,169.6862972,
3294,169.6864576,
3295,169.6854765,
3296,169.6601687,
3297,169.6552151,
3298,169.654358,
3299,169.6620277,
3300,169.6714021,
3301,169.6806819,
3302,169.7042721,
3303,169.710722,
3304,169.7196517,
3305,169.7193987,
3306,169.7195934,
3307,169.7247544,
3308,169.7226478,
3309,169.7038921,
3310,169.733752,
3311,169.7336786,
3312,169.7267404,
3313,169.7106176,
3314,169.7409162,
3315,169.7403815,
3316,169.7381777,
3317,169.7379502,
3318,169.7417412,
3319,169.7532719,
3320,169.7545733,
3321,169.7340202,
3322,169.7576985,
3323,169.7582958,
3324,169.7596272,
3325,169.7581936,
3326,169.7321033,
3327,169.7384033,
3328,169.7300484,
3329,169.7301753,
3330,169.7489741,
3331,169.7625042,
3332,169.7579152,
3333,169.7661255,
3334,169.7447958,
3335,169.7457417,
3336,169.7694965,
3337,169.768337,
3338,169.7576616,
3339,169.7806792,
3340,169.7759973,
3341,169.7753184,
3342,169.7790139,
3343,169.7748699,
3344,169.7745741,
3345,169.7808446,
3346,169.7508515,
3347,169.7509055,
3348,169.7738293,
3349,169.7709104,
3350,169.7498762,
3351,169.7652328,
3352,169.4678166,
3353,169.4676588,
3354,169.4789415,
3355,169.4863825,
3356,169.5156752,
3357,169.5164933,
3358,169.5185186,
3359,169.5196934,
3360,169.5673332,
3361,169.5694306,
3362,169.5813439,
3363,169.582156,
3364,169.5881596,
3365,169.5886979,
3366,169.6066958,
3367,169.5950085,
3368,169.6237038,
3369,169.6260324,
3370,169.6065891,
3371,169.6081127,
3372,169.6466819,
3373,169.6385481,
3374,169.6605404,
3375,169.6430858,
3376,169.638271,
3377,169.6389222,
3378,169.6677549,
3379,169.6479022,
3380,169.658183,
3381,169.6620514,
3382,169.6248506,
3383,169.6263766,
3384,169.6402318,
3385,169.6641747,
3386,169.6704303,
3387,169.6475942,
3388,169.6396825,
3389,169.6436896,
3390,169.6588093,
3391,169.6682923,
3392,169.6617752,
3393,169.6694871,
3394,169.6743356,
3395,169.6740108,
3396,169.6517578,
3397,169.6715439,
3398,169.685169,
3399,169.6790629,
3400,169.6839363,
3401,169.685601,
3402,169.6983926,
3403,169.7073504,
3404,169.6923194,
3405,169.6837503,
3406,169.6872288,
3407,169.6873026,
3408,169.675062,
3409,169.6937962,
3410,169.6913331,
3411,169.6754189,
3412,169.656313,
3413,169.6457096,
3414,169.6781074,
3415,169.6934007,
3416,169.694014,
3417,169.6856627,
3418,169.7033912,
3419,169.7035322,
3420,169.7212424,
3421,169.7018607,
3422,169.7100376,
3423,169.7255538,
3424,169.7106369,
3425,169.7099424,
3426,169.7257918,
3427,169.7275374,
3428,169.7298971,
3429,169.7293477,
3430,169.7391077,
3431,169.7391368,
3432,169.7507658,
3433,169.7410623,
3434,169.7496741,
3435,169.7532776,
3436,169.7292638,
3437,169.7292491,
3438,169.7611087,
3439,169.7655139,
3440,169.7596531,
3441,169.7496413,
3442,169.7246084,
3443,169.7248579,
3444,169.7521825,
3445,169.7558314,
3446,169.7603326,
3447,169.7508038,
3448,169.7463269,
3449,169.7466564,
3450,169.7599469,
3451,169.7612141,
3452,169.7697575,
3453,169.7752055,
3454,169.7542887,
3455,169.755994,
3456,169.775723,
3457,169.7642165,
3458,169.7715694,
3459,169.7789448,
3460,169.77204,
3461,169.7731776,
3462,169.7707798,
3463,169.7591399,
3464,169.764976,
3465,169.7616102,
3466,169.4847775,
3467,169.4849076,
3468,168.1290803,
3469,165.705475,
3470,166.0733593,
3471,166.7286759,
3472,167.0480063,
3473,167.0492169,
3474,167.6882374,
3475,167.6109595,
3476,167.495263,
3477,167.6153393,
3478,167.7931084,
3479,167.7925141,
3480,167.8726288,
3481,167.8744798,
3482,167.8242408,
3483,167.7740158,
3484,167.7760979,
3485,167.7765777,
3486,167.7980103,
3487,167.8558901,
3488,167.9017389,
3489,167.8601046,
3490,167.7868345,
3491,167.7882255,
3492,167.6884375,
3493,167.6219856,
3494,167.5713691,
3495,167.5032932,
3496,167.4275479,
3497,167.428013,
3498,167.4115303,
3499,167.4205703,
3500,167.4484289,
3501,167.5120452,
3502,167.567041,
3503,167.5653803,
3504,167.6345261,
3505,167.6901532,
3506,167.7202853,
3507,167.7654959,
3508,167.848946,
3509,167.8506358,
3510,168.0271029,
3511,168.18001,
3512,168.2462046,
3513,168.1742747,
3514,167.9163496,
3515,167.9161143,
3516,167.5777674,
3517,167.5594915,
3518,167.5409044,
3519,167.5221648,
3520,167.5123097,
3521,167.5141617,
3522,167.5146058,
3523,167.5134543,
3524,167.5242771,
3525,166.9924183,base line
3526,166.9920437,base line
3527,166.9917756,base line
3528,166.9919572,base line
3529,166.9919409,base line
3530,166.991991,base line
3531,166.992189,base line
3532,166.9920076,base line
3533,166.9917778,base line
3534,166.9918179,base line
3535,166.9915957,base line
3536,166.9917349,base line
3537,166.9914308,base line
3538,166.9918761,base line
3539,166.9916726,base line
3540,166.9918471,base line
3541,166.9915143,base line
3542,166.9918457,base line
3543,166.9916326,base line
3544,166.9916271,base line
3545,166.991568,base line
3546,166.9914877,base line
3547,166.9915674,base line
3548,166.9916664,base line
3549,166.9914672,base line
3550,166.9918081,base line
3551,166.9920847,base line
3552,166.9917115,base line
3553,166.9916285,base line
3554,166.9907058,base line
3555,166.9914414,base line
3556,166.991659,base line
3557,166.9912861,base line
3558,166.9915068,base line
3559,166.9919471,base line
3560,166.9919739,base line
3561,166.9917862,base line
3562,166.9916202,base line
3563,166.9917139,base line
3564,166.991701,base line
3565,166.9916841,base line
3566,166.9915142,base line
3567,166.9914995,base line
3568,166.9914652,base line
3569,166.991664,base line
3570,166.9918517,base line
3571,166.9918772,base line
3572,166.9915678,base line
3573,166.9913942,base line
3574,166.9916159,base line
3575,166.9914821,base line
3576,166.9915856,base line
3577,166.991644,base line
3578,166.9908058,base line
3579,166.9916234,base line
3580,166.9916795,base line
3581,166.9915935,base line
3582,166.9910412,base line
3583,166.9911926,base line
3584,166.9912798,base line
3585,166.9918594,base line
3586,166.9914867,base line
3587,166.9912144,base line
3588,166.9912464,base line
3589,166.9912532,base line
3590,166.9913618,base line
3591,166.9912377,base line
3592,166.9910099,base line
3593,166.9914162,base line
3594,166.9919874,base line
3595,166.9913139,base line
3596,166.9918752,base line
3597,166.9917305,base line
3598,166.9920223,base line
3599,166.9915845,base line
3600,166.9918295,base line
3601,166.9920593,base line
3602,166.9922831,base line
3603,166.9914906,base line
3604,166.9924647,base line
3605,166.9924302,base line
3606,166.9919791,base line
3607,166.9911913,base line
3608,166.992534,base line
3609,166.9919543,base line
3610,166.9922221,base line
3611,166.9914455,base line
3612,166.9904727,base line
3613,166.9909357,base line
3614,166.9910174,base line
3615,166.9916212,base line
3616,166.9911644,base line
3617,166.99175,base line
3618,166.9916836,base line
3619,166.9918147,base line
3620,166.9910845,base line
3621,166.9916956,base line
3622,166.991864,base line
3623,166.9916647,base line
3624,166.9912015,base line
3625,166.9915481,base line
3626,166.9918815,base line
3627,166.9921918,base line
3628,166.9914448,base line
3629,166.992189,base line
3630,166.9919881,base line
3631,166.9918914,base line
3632,166.991102,base line
3633,166.9911929,base line
3634,168.878277,
3635,168.8515741,
3636,168.9382967,
3637,168.8346121,
3638,168.780587,
3639,168.890311,
3640,168.9115122,
3641,169.193617,
3642,169.3342248,
3643,169.2874849,
3644,169.0734432,
3645,168.8515365,
3646,168.6882375,
3647,168.4083684,
3648,168.1771963,
3649,167.5529616,
3650,167.6467771,
3651,167.8244148,
3652,167.9495893,
3653,168.0694136,
3654,168.2582085,
3655,168.235909,
3656,168.226398,
3657,168.2317005,
3658,168.5739416,
3659,168.7686289,
3660,168.8635959,
3661,168.8533586,
3662,168.7401201,
3663,168.3025616,
3664,168.3448579,
3665,168.1852756,
3666,168.3572413,
3667,168.1869113,
3668,168.3572039,
3669,168.3988582,
3670,168.446403,
3671,168.2308183,
3672,168.4139094,
3673,168.3984733,
3674,168.4571536,
3675,168.2700683,
3676,168.2000842,
3677,168.0005119,
3678,167.9551609,
3679,167.7255458,
3680,167.6763923,
3681,167.6785241,
3682,167.5469817,
3683,167.3365323,
3684,167.3527013,
3685,167.3980895,
3686,167.4037759,
3687,167.2422023,
3688,167.1751146,
3689,166.9269358,
3690,167.0301763,
3691,167.013586,
3692,166.7144295,
3693,166.7110093,
3694,166.7318017,
3695,166.7684654,
3696,166.7902967,
3697,167.0059041,
3698,167.1677116,
3699,167.0943449,
3700,166.9814001,
3701,166.9743923,
3702,166.8714322,
3703,166.9216328,
3704,167.0395417,
3705,167.1686543,
3706,167.3334875,
3707,167.4544143,
3708,167.3692891,
3709,167.6447356,
3710,167.7111701,
3711,167.5038167,
3712,167.3406571,
3713,167.2425501,
3714,167.1222892,
3715,166.9298784,
3716,166.7299749,
3717,166.8675644,
3718,166.7659343,
3719,166.6575685,
3720,166.6261264,
3721,166.3641608,
3722,166.4496506,
3723,166.3638078,
3724,166.2892894,
3725,166.3312415,
3726,166.3954152,
3727,166.444973,
3728,166.4169838,
3729,166.4810384,
3730,166.5972587,
3731,166.6557289,
3732,166.8526619,
3733,166.9403753,
3734,167.2301693,
3735,167.2903209,
3736,167.2025701,
3737,167.2313443,
3738,167.5729813,
3739,167.7187357,
3740,168.1528987,
3741,168.1579847,
3742,168.4941295,
3743,168.3747668,
3744,168.510159,
3745,168.412981,
3746,168.4476048,
3747,168.4069769,
3748,168.1820116,
3749,168.1581144,
3750,168.1487267,
3751,168.0102649,
3752,167.9749585,
3753,168.3141785,
3754,168.1913166,
3755,168.4464499,
3756,168.5876859,
3757,168.8107774,
3758,168.9076371,
3759,168.8543244,
3760,168.8830165,
3761,168.8420258,
3762,168.7221944,
3763,168.5973098,
3764,168.4596433,
3765,168.4711031,
3766,168.5749647,
3767,168.8320665,
3768,169.1252732,
3769,169.3554111,
3770,169.4923674,
3771,169.9850738,
3772,170.080357,
3773,170.1016886,
3774,169.8119738,
3775,170.0139574,
3776,169.7772171,
3777,170.0041801,
3778,170.1391022,
3779,170.289191,
3780,170.4900192,
3781,170.5369105,
3782,170.5105557,
3783,170.3025603,
3784,170.2788108,
3785,170.2832857,
3786,170.4746777,
3787,170.3681976,
3788,170.4028258,
3789,170.4381528,
3790,170.4686242,
3791,170.426511,
3792,170.5718399,
3793,170.4792695,
3794,170.3052952,
3795,169.8577714,
3796,169.7580965,
3797,169.6584277,
3798,169.6769736,
3799,169.5696932,
3800,169.679786,
3801,169.812029,
3802,169.7173447,
3803,169.3692781,
3804,169.3321762,
3805,169.3137154,
3806,169.4311558,
3807,169.3991883,
3808,169.1939756,
3809,169.4303591,
3810,169.5242016,
3811,169.5740808,
3812,169.5444382,
3813,169.4689346,
3814,169.3647454,
3815,169.1640821,
3816,168.972387,
3817,169.0944862,
3818,168.9598613,
3819,168.9242692,
3820,168.5648171,
3821,168.5504537,
3822,168.4038638,
3823,168.3232064,
3824,168.0595688,
3825,167.9462415,
3826,167.7764245,
3827,167.5640472,
3828,167.4700816,
3829,167.2772129,
3830,167.3342089,
3831,167.3118904,
3832,167.18139,
3833,167.4111205,
3834,167.4109172,
3835,167.3328992,
3836,167.3044666,
3837,167.5422978,
3838,167.7816006,
3839,167.8847074,
3840,167.8168284,
3841,167.7777186,
3842,167.8473762,
3843,167.7487736,
3844,167.5601113,
3845,167.5578832,
3846,167.7556335,
3847,167.8550037,
3848,167.9516743,
3849,167.8466562,
3850,167.8169522,
3851,167.7729996,
3852,167.7377156,
3853,167.6876075,
3854,167.8615281,
3855,167.7681461,
3856,167.6840709,
3857,167.5903605,
3858,167.674517,
3859,167.8376901,
3860,168.0223821,
3861,168.0146322,
3862,168.0837331,
3863,167.9513956,
3864,167.8945476,
3865,168.0004661,
3866,167.8232034,
3867,167.9193183,
3868,168.022742,
3869,168.0510627,
3870,168.075572,
3871,168.1676211,
3872,168.1421227,
3873,168.0748926,
3874,167.9224589,
3875,167.9082983,
3876,167.8998114,
3877,167.8114385,
3878,167.6334747,
3879,167.4302674,
3880,167.2142478,
3881,167.1782822,
3882,167.1546089,
3883,167.3281195,
3884,167.5693879,
3885,167.5418306,
3886,167.3556555,
3887,167.1274436,
3888,167.0135267,
3889,166.995954,
3890,166.9698622,
3891,166.9698317,
3892,167.2357462,
3893,167.5996592,
3894,167.7974807,
3895,167.9196622,
3896,168.0630011,
3897,167.9844421,
3898,167.6262049,
3899,167.400487,
3900,167.4022852,
3901,167.196666,
3902,167.1133063,
3903,166.9958525,
3904,167.0868163,
3905,167.0722626,
3906,167.0400667,
3907,167.1108587,
3908,167.4529369,
3909,167.5643717,
3910,167.6455845,
3911,167.6317652,
3912,167.770707,
3913,167.6967103,
3914,167.5151576,
3915,167.3024304,
3916,167.3029735,
3917,167.4701352,
3918,167.3763983,
3919,167.0083413,
3920,167.2001357,
3921,167.397576,
3922,167.5570426,
3923,167.5374079,
3924,167.2640268,
3925,167.3232838,
3926,167.3149942,
3927,167.1941494,
3928,167.0383447,
3929,167.0382844,
3930,167.0027473,
3931,167.1158337,
3932,167.1660289,
3933,167.4291167,
3934,167.577527,
3935,167.7729566,
3936,167.8076392,
3937,167.9873683,
3938,167.990352,
3939,168.0502146,
3940,167.9831254,
3941,167.9863464,
3942,167.7773143,
3943,167.6086955,
3944,167.4331848,
3945,167.6497656,
3946,167.701349,
3947,167.5902219,
3948,167.4212823,
3949,167.0672842,
3950,166.2724584,
3951,166.2601371,
3952,166.0497895,
3953,165.9187297,
3954,166.1793874,
3955,166.2185412,
3956,166.2468991,
3957,166.3866693,
3958,166.785154,
3959,166.674799,
3960,166.5347298,
3961,166.2501663,
3962,166.0428986,
3963,165.8009789,
3964,165.1628596,
3965,165.3679286,
3966,165.3748209,
3967,165.4118074,
3968,165.2772924,
3969,165.2872501,
3970,165.2574515,
3971,165.4085888,
3972,165.4893242,
3973,165.8495005,
3974,166.1643447,
3975,166.3184732,
3976,166.315738,
3977,166.4077737,
3978,166.3266331,
3979,166.2308129,
3980,166.1268014,
3981,166.029589,
3982,165.9747492,
3983,165.9884587,
3984,166.0198767,
3985,166.0660289,
3986,166.1062661,
3987,166.2203464,
3988,166.079551,
3989,166.0332713,
3990,166.0135084,
3991,166.267874,
3992,166.5460324,
3993,166.6689139,
3994,166.6129426,
3995,166.6662194,
3996,166.4919642,
3997,166.1991352,
3998,165.9149086,
3999,165.904021,
4000,165.7496069,
4001,166.9924183,base line
4002,166.9920437,base line
4003,166.9917756,base line
4004,166.9919572,base line
4005,166.9919409,base line
4006,166.991991,base line
4007,166.992189,base line
4008,166.9920076,base line
4009,166.9917778,base line
4010,166.9918179,base line
4011,166.9915957,base line
4012,166.9917349,base line
4013,166.9914308,base line
4014,166.9918761,base line
4015,166.9916726,base line
4016,166.9918471,base line
4017,166.9915143,base line
4018,166.9918457,base line
4019,166.9916326,base line
4020,166.9916271,base line
4021,166.991568,base line
4022,166.9914877,base line
4023,166.9915674,base line
4024,166.9916664,base line
4025,166.9914672,base line
4026,166.9918081,base line
4027,166.9920847,base line
4028,166.9917115,base line
4029,166.9916285,base line
4030,166.9906987,base line
4031,166.9914881,base line
4032,166.9916942,base line
4033,166.9913056,base line
4034,166.9915064,base line
4035,166.9918449,base line
4036,166.9917402,base line
4037,166.9917343,base line
4038,166.9915815,base line
4039,166.9917075,base line
4040,166.9917649,base line
4041,166.9918666,base line
4042,166.9915326,base line
4043,166.9920904,base line
4044,166.9920792,base line
4045,166.9920665,base line
4046,166.9920359,base line
4047,166.9922015,base line
4048,166.9920768,base line
4049,166.9912703,base line
4050,166.9917906,base line
4051,166.9916598,base line
4052,166.9916503,base line
4053,166.991997,base line
4054,166.9916797,base line
4055,166.9921554,base line
4056,166.992154,base line
4057,166.992079,base line
4058,166.9920095,base line
4059,166.9910669,base line
4060,166.9911123,base line
4061,166.9914793,base line
4062,166.9913317,base line
4063,166.9914778,base line
4064,166.9914247,base line
4065,166.9912187,base line
4066,166.9914102,base line
4067,166.9909186,base line
4068,166.9913187,base line
4069,166.991508,base line
4070,166.9915616,base line
4071,166.9912936,base line
4072,166.9916176,base line
4073,166.9918316,base line
4074,166.991869,base line
4075,166.991823,base line
4076,166.9919816,base line
4077,166.9920377,base line
4078,166.9921759,base line
4079,166.9919565,base line
4080,166.9927114,base line
4081,166.9923958,base line
4082,166.9923092,base line
4083,166.9913325,base line
4084,166.9922453,base line
4085,166.9924191,base line
4086,166.9927129,base line
4087,166.9921234,base line
4088,166.9906779,base line
4089,166.9912892,base line
4090,166.9910504,base line
4091,166.9914786,base line
4092,166.9905016,base line
4093,166.9915361,base line
4094,166.9913648,base line
4095,166.9915615,base line
4096,166.9908124,base line
4097,166.9913874,base line
4098,166.9914869,base line
4099,166.9914613,base line
4100,166.9909218,base line
4101,166.9914153,base line
4102,166.9917514,base line
4103,166.9916538,base line
4104,166.9908611,base line
4105,166.9916049,base line
4106,166.9916611,base line
4107,166.9917173,base line
4108,166.9909705,base line
4109,166.9912741,base line
4110,169.2745794,base line
4111,169.2762935,base line
