Second,Luminance,base line
2790,166.9921506,base line
2791,166.992131,base line
2792,166.9921955,base line
2793,166.9924442,base line
2794,166.9922747,base line
2795,166.9920302,base line
2796,166.9919959,base line
2797,166.9918513,base line
2798,166.9920043,base line
2799,166.9917108,base line
2800,166.9920705,base line
2801,166.9919101,base line
2802,166.9920405,base line
2803,166.9917246,base line
2804,166.99209,base line
2805,166.9917746,base line
2806,166.9919282,base line
2807,166.9919206,base line
2808,166.9917036,base line
2809,166.991629,base line
2810,166.9917413,base line
2811,166.9916593,base line
2812,166.9917613,base line
2813,166.9920547,base line
2814,166.9918049,base line
2815,166.9918016,base line
2816,166.9910123,base line
2817,166.9917339,base line
2818,166.9919612,base line
2819,166.9918103,base line
2820,166.9916723,base line
2821,166.9920007,base line
2822,166.9920936,base line
2823,166.9921339,base line
2824,166.9917518,base line
2825,166.9919968,base line
2826,166.9922057,base line
2827,166.9921518,base line
2828,166.9916229,base line
2829,166.9923963,base line
2830,166.992225,base line
2831,166.9922867,base line
2832,166.9919657,base line
2833,166.9924318,base line
2834,166.9922597,base line
2835,166.992159,base line
2836,166.9917013,base line
2837,166.9924205,base line
2838,166.9920214,base line
2839,166.9921381,base line
2840,166.9915199,base line
2841,166.9924879,base line
2842,166.9924329,base line
2843,166.9921565,base line
2844,166.9919881,base line
2845,166.9913828,base line
2846,166.9911448,base line
2847,166.9914161,base line
2848,166.9914121,base line
2849,166.9915549,base line
2850,166.9917258,base line
2851,166.9915197,base line
2852,166.9917677,base line
2853,166.9913773,base line
2854,166.9912263,base line
2855,166.9915918,base line
2856,166.9918133,base line
2857,166.9917852,base line
2858,166.9918384,base line
2859,166.9919835,base line
2860,166.9919459,base line
2861,166.9919757,base line
2862,166.9915386,base line
2863,166.9919066,base line
2864,166.9920813,base line
2865,166.9918501,base line
2866,166.9917747,base line
2867,166.9921174,base line
2868,166.9921345,base line
2869,166.9919227,base line
2870,166.991889,base line
2871,166.9920297,base line
2872,166.9925361,base line
2873,166.9918644,base line
2874,166.9921553,base line
2875,166.9925112,base line
2876,166.9923886,base line
2877,166.9924479,base line
2878,166.9923589,base line
2879,166.9930112,base line
2880,166.9928007,base line
2881,166.9928639,base line
2882,166.9927877,base line
2883,166.9928459,base line
2884,166.9930684,base line
2885,166.9928443,base line
2886,166.9924995,base line
2887,166.9930517,base line
2888,166.9929908,base line
2889,166.9932165,base line
2890,166.9928691,base line
2891,166.9932244,base line
2892,166.9931511,base line
2893,166.9930207,base line
2894,166.9928683,base line
2895,166.9930403,base line
2896,167.7432337,
2897,168.6221458,
2898,168.4726751,
2899,168.7952184,
2900,169.2010442,
2901,169.1037193,
2902,169.0010884,
2903,168.3400853,
2904,167.9965077,
2905,168.0292904,
2906,167.5076308,
2907,166.3361873,
2908,165.8296935,
2909,165.5639569,
2910,166.4794549,
2911,168.0426125,
2912,169.0934551,
2913,169.4759062,
2914,169.6173546,
2915,169.1519167,
2916,168.9805794,
2917,169.03214,
2918,168.8696464,
2919,169.0093965,
2920,169.5872739,
2921,169.7530184,
2922,169.2653269,
2923,169.176087,
2924,168.1811489,
2925,167.9739153,
2926,168.4478036,
2927,168.806723,
2928,169.6156774,
2929,169.6256998,
2930,168.5722981,
2931,168.0075461,
2932,168.0878364,
2933,168.2844269,
2934,168.2432394,
2935,168.4873571,
2936,168.7905823,
2937,169.6131228,
2938,170.0349303,
2939,170.3859018,
2940,170.1611194,
2941,169.649405,
2942,168.9309098,
2943,168.3214906,
2944,168.467111,
2945,168.8260024,
2946,168.5759843,
2947,168.4480169,
2948,168.3941547,
2949,168.524998,
2950,168.2980794,
2951,168.7155377,
2952,169.3470857,
2953,169.6162933,
2954,169.6061122,
2955,169.4944884,
2956,169.4451574,
2957,169.5370099,
2958,169.6876191,
2959,170.4153944,
2960,171.2584078,
2961,172.3548619,
2962,172.9052547,
2963,172.9679837,
2964,172.8412424,
2965,172.7372509,
2966,173.0052475,
2967,172.743292,
2968,171.9541927,
2969,171.3284697,
2970,170.5054586,
2971,169.9163145,
2972,169.5750826,
2973,169.5365266,
2974,169.3488345,
2975,169.7986213,
2976,171.0288168,
2977,172.1363231,
2978,172.2465959,
2979,172.2579944,
2980,172.0787459,
2981,171.7919491,
2982,171.5668774,
2983,171.912854,
2984,172.0435095,
2985,171.7924169,
2986,171.475044,
2987,171.1802922,
2988,171.0644333,
2989,171.0239926,
2990,170.8649814,
2991,170.3223809,
2992,170.6052812,
2993,170.9762123,
2994,170.748713,
2995,170.1601573,
2996,169.4657368,
2997,169.303089,
2998,169.4448189,
2999,169.4171173,
3000,169.3711526,
3001,169.3887632,
3002,169.6107199,
3003,169.6034614,
3004,170.1425956,
3005,170.3978815,
3006,170.1444248,
3007,170.1449391,
3008,170.8286069,
3009,171.1261153,
3010,171.0848186,
3011,170.6181749,
3012,170.2746701,
3013,170.1294013,
3014,169.455595,
3015,168.9468508,
3016,168.6935346,
3017,168.7204344,
3018,168.7579598,
3019,168.6955375,
3020,168.3407704,
3021,168.3289536,
3022,168.6534715,
3023,168.5619281,
3024,169.2120157,
3025,169.8109306,
3026,170.2308692,
3027,169.994589,
3028,169.1591652,
3029,168.2736898,
3030,168.2890216,
3031,168.4568375,
3032,168.1013931,
3033,168.3068096,
3034,168.1425811,
3035,167.549769,
3036,167.1914192,
3037,167.8174568,
3038,168.4107629,
3039,168.6724469,
3040,168.6455692,
3041,168.6229839,
3042,168.6060907,
3043,168.5434912,
3044,168.0903215,
3045,167.376388,
3046,166.9801706,
3047,167.5442426,
3048,167.8614808,
3049,167.95914,
3050,168.0522618,
3051,168.0330289,
3052,168.1358029,
3053,168.3884013,
3054,168.556183,
3055,168.2160245,
3056,167.9973835,
3057,167.5983248,
3058,167.4977372,
3059,167.5795011,
3060,167.7965531,
3061,167.7680477,
3062,167.9472177,
3063,167.9116238,
3064,167.5553968,
3065,167.1401319,
3066,166.5301201,
3067,165.7059177,
3068,165.2218133,
3069,164.805098,
3070,165.0751188,
3071,165.8117519,
3072,166.5428527,
3073,166.9189685,
3074,166.4958326,
3075,166.3587852,
3076,166.6466418,
3077,166.7157026,
3078,166.6807655,
3079,166.8665862,
3080,166.7560084,
3081,166.5231171,
3082,166.485772,
3083,166.5011144,
3084,166.4742117,
3085,166.2580845,
3086,166.444178,
3087,165.8086948,
3088,166.0420639,
3089,167.2021844,
3090,168.1110163,
3091,168.5624285,
3092,168.6413591,
3093,168.2181353,
3094,168.3129101,
3095,168.0784921,
3096,167.4941373,
3097,167.5429096,
3098,167.5028854,
3099,167.6533294,
3100,168.271762,
3101,168.318026,
3102,167.6579224,
3103,167.4788927,
3104,168.6281501,
3105,169.4400645,
3106,169.4259265,
3107,169.1647502,
3108,168.9364823,
3109,168.6536196,
3110,168.3354202,
3111,168.4535456,
3112,168.5146568,
3113,168.417595,
3114,168.5111749,
3115,169.1137433,
3116,169.5430276,
3117,169.6116288,
3118,169.6817657,
3119,169.234697,
3120,168.9288659,
3121,168.6332984,
3122,170.1123017,
3123,173.2059993,
3124,174.9453043,
3125,177.089886,
3126,177.3439722,
3127,176.8549329,
3128,175.9879944,
3129,166.9924183,base line
3130,166.9920437,base line
3131,166.9917756,base line
3132,166.9919572,base line
3133,166.9919409,base line
3134,166.991991,base line
3135,166.992189,base line
3136,166.9920076,base line
3137,166.9917778,base line
3138,166.9918179,base line
3139,166.9915957,base line
3140,166.9917349,base line
3141,166.9914308,base line
3142,166.9918761,base line
3143,166.9916726,base line
3144,166.9918471,base line
3145,166.9915143,base line
3146,166.9918457,base line
3147,166.9916326,base line
3148,166.9916271,base line
3149,166.991568,base line
3150,166.9914877,base line
3151,166.9915674,base line
3152,166.9916664,base line
3153,166.9914672,base line
3154,166.9918081,base line
3155,166.9920847,base line
3156,166.9917115,base line
3157,166.9916285,base line
3158,166.9906987,base line
3159,166.9914881,base line
3160,166.9916942,base line
3161,166.9913056,base line
3162,166.9915064,base line
3163,166.9918449,base line
3164,166.9917402,base line
3165,166.9917343,base line
3166,166.9915815,base line
3167,166.9917075,base line
3168,166.9917649,base line
3169,166.9918666,base line
3170,166.9915326,base line
3171,166.9920904,base line
3172,166.9920792,base line
3173,166.9920665,base line
3174,166.9920359,base line
3175,166.9922015,base line
3176,166.9920768,base line
3177,166.9919491,base line
3178,166.9917906,base line
3179,166.9921308,base line
3180,166.9921112,base line
3181,166.9922165,base line
3182,166.9916797,base line
3183,166.9924129,base line
3184,166.9926049,base line
3185,166.992351,base line
3186,166.9920095,base line
3187,166.9909006,base line
3188,166.9909583,base line
3189,166.9917265,base line
3190,166.9916522,base line
3191,166.9913827,base line
3192,166.9915775,base line
3193,166.9916481,base line
3194,166.991973,base line
3195,166.9913557,base line
3196,166.9912784,base line
3197,166.991804,base line
3198,166.9920877,base line
3199,166.9917043,base line
3200,166.9921805,base line
3201,166.9920587,base line
3202,166.9921131,base line
3203,166.9920604,base line
3204,166.9921016,base line
3205,166.9921935,base line
3206,166.992551,base line
3207,166.9922789,base line
3208,166.9924817,base line
3209,166.9929179,base line
3210,166.9925684,base line
3211,166.9919528,base line
3212,166.9927681,base line
3213,166.9922552,base line
3214,166.9924703,base line
3215,166.9922504,base line
3216,166.9904185,base line
3217,166.9913053,base line
3218,166.9911912,base line
3219,166.9913525,base line
3220,166.9912001,base line
3221,166.9916158,base line
3222,166.9914017,base line
3223,166.9919263,base line
3224,166.9913279,base line
3225,166.9915863,base line
3226,166.9919848,base line
3227,166.991866,base line
3228,166.9912771,base line
3229,166.9918532,base line
3230,166.9921179,base line
3231,166.9915974,base line
3232,166.9915997,base line
3233,166.9920441,base line
3234,166.9919471,base line
3235,166.9919842,base line
3236,166.99174,base line
3237,166.9915452,base line
3238,169.424125,
3239,169.4234826,
3240,169.4646758,
3241,169.4841815,
3242,169.4917485,
3243,169.5392659,
3244,169.5453156,
3245,169.5461427,
3246,169.5602775,
3247,169.5797304,
3248,169.5908175,
3249,169.5906172,
3250,169.5723288,
3251,169.5760192,
3252,169.6120489,
3253,169.6041,
3254,169.6140141,
3255,169.6405618,
3256,169.6230585,
3257,169.6233546,
3258,169.6375352,
3259,169.6479764,
3260,169.6528624,
3261,169.6533882,
3262,169.6233179,
3263,169.6258214,
3264,169.6593125,
3265,169.6607023,
3266,169.641119,
3267,169.6186238,
3268,169.6444031,
3269,169.6445763,
3270,169.6514512,
3271,169.65542,
3272,169.6728471,
3273,169.6729072,
3274,169.6710343,
3275,169.6709884,
3276,169.6686387,
3277,169.6746413,
3278,169.6757906,
3279,169.6506159,
3280,169.6752247,
3281,169.6751593,
3282,169.667977,
3283,169.6573059,
3284,169.685041,
3285,169.6832312,
3286,169.6817954,
3287,169.6811754,
3288,169.6964204,
3289,169.7067411,
3290,169.7022959,
3291,169.668595,
3292,169.6862972,
3293,169.6864576,
3294,169.6854765,
3295,169.6601687,
3296,169.6552151,
3297,169.654358,
3298,169.6620277,
3299,169.6714021,
3300,169.6806819,
3301,169.7042721,
3302,169.710722,
3303,169.7196517,
3304,169.7193987,
3305,169.7195934,
3306,169.7247544,
3307,169.7226478,
3308,169.7038921,
3309,169.733752,
3310,169.7336786,
3311,169.7267404,
3312,169.7106176,
3313,169.7409162,
3314,169.7403815,
3315,169.7381777,
3316,169.7379502,
3317,169.7417412,
3318,169.7532719,
3319,169.7545733,
3320,169.7340202,
3321,169.7576985,
3322,169.7582958,
3323,169.7596272,
3324,169.7581936,
3325,169.7321033,
3326,169.7384033,
3327,169.7300484,
3328,169.7301753,
3329,169.7489741,
3330,169.7625042,
3331,169.7579152,
3332,169.7661255,
3333,169.7447958,
3334,169.7457417,
3335,169.7694965,
3336,169.768337,
3337,169.7576616,
3338,169.7806792,
3339,169.7759973,
3340,169.7753184,
3341,169.7790139,
3342,169.7748699,
3343,169.7745741,
3344,169.7808446,
3345,169.7508515,
3346,169.7509055,
3347,169.7738293,
3348,169.7709104,
3349,169.7498762,
3350,169.7652328,
3351,169.4678166,
3352,169.4676588,
3353,169.4789415,
3354,169.4863825,
3355,169.5156752,
3356,169.5164933,
3357,169.5185186,
3358,169.5196934,
3359,169.5673332,
3360,169.5694306,
3361,169.5813439,
3362,169.582156,
3363,169.5881596,
3364,169.5886979,
3365,169.6066958,
3366,169.5950085,
3367,169.6237038,
3368,169.6260324,
3369,169.6065891,
3370,169.6081127,
3371,169.6466819,
3372,169.6385481,
3373,169.6605404,
3374,169.6430858,
3375,169.638271,
3376,169.6389222,
3377,169.6677549,
3378,169.6479022,
3379,169.658183,
3380,169.6620514,
3381,169.6248506,
3382,169.6263766,
3383,169.6402318,
3384,169.6641747,
3385,169.6704303,
3386,169.6475942,
3387,169.6396825,
3388,169.6436896,
3389,169.6588093,
3390,169.6682923,
3391,169.6617752,
3392,169.6694871,
3393,169.6743356,
3394,169.6740108,
3395,169.6517578,
3396,169.6715439,
3397,169.685169,
3398,169.6790629,
3399,169.6839363,
3400,169.685601,
3401,169.6983926,
3402,169.7073504,
3403,169.6923194,
3404,169.6837503,
3405,169.6872288,
3406,169.6873026,
3407,169.675062,
3408,169.6937962,
3409,169.6913331,
3410,169.6754189,
3411,169.656313,
3412,169.6457096,
3413,169.6781074,
3414,169.6934007,
3415,169.694014,
3416,169.6856627,
3417,169.7033912,
3418,169.7035322,
3419,169.7212424,
3420,169.7018607,
3421,169.7100376,
3422,169.7255538,
3423,169.7106369,
3424,169.7099424,
3425,169.7257918,
3426,169.7275374,
3427,169.7298971,
3428,169.7293477,
3429,169.7391077,
3430,169.7391368,
3431,169.7507658,
3432,169.7410623,
3433,169.7496741,
3434,169.7532776,
3435,169.7292638,
3436,169.7292491,
3437,169.7611087,
3438,169.7655139,
3439,169.7596531,
3440,169.7496413,
3441,169.7246084,
3442,169.7248579,
3443,169.7521825,
3444,169.7558314,
3445,169.7603326,
3446,169.7508038,
3447,169.7463269,
3448,169.7466564,
3449,169.7599469,
3450,169.7612141,
3451,169.7697575,
3452,169.7752055,
3453,169.7542887,
3454,169.755994,
3455,169.775723,
3456,169.7642165,
3457,169.7715694,
3458,169.7789448,
3459,169.77204,
3460,169.7731776,
3461,169.7707798,
3462,169.7591399,
3463,169.764976,
3464,169.7616102,
3465,169.4847775,
3466,169.4849076,
3467,168.1290803,
3468,165.705475,
3469,166.0733593,
3470,166.7286759,
3471,167.0480063,
3472,167.0492169,
3473,167.6882374,
3474,167.6109595,
3475,167.495263,
3476,167.6153393,
3477,167.7931084,
3478,167.7925141,
3479,167.8726288,
3480,167.8744798,
3481,167.8242408,
3482,167.7740158,
3483,167.7760979,
3484,167.7765777,
3485,167.7980103,
3486,167.8558901,
3487,167.9017389,
3488,167.8601046,
3489,167.7868345,
3490,167.7882255,
3491,167.6884375,
3492,167.6219856,
3493,167.5713691,
3494,167.5032932,
3495,167.4275479,
3496,167.428013,
3497,167.4115303,
3498,167.4205703,
3499,167.4484289,
3500,167.5120452,
3501,167.567041,
3502,167.5653803,
3503,167.6345261,
3504,167.6901532,
3505,167.7202853,
3506,167.7654959,
3507,167.848946,
3508,167.8506358,
3509,168.0271029,
3510,168.18001,
3511,168.2462046,
3512,168.1742747,
3513,167.9163496,
3514,167.9161143,
3515,167.5777674,
3516,167.5594915,
3517,167.5409044,
3518,167.5221648,
3519,167.5123097,
3520,167.5141617,
3521,167.5146058,
3522,167.5134543,
3523,167.5242771,
3524,166.9924183,base line
3525,166.9920437,base line
3526,166.9917756,base line
3527,166.9919572,base line
3528,166.9919409,base line
3529,166.991991,base line
3530,166.992189,base line
3531,166.9920076,base line
3532,166.9917778,base line
3533,166.9918179,base line
3534,166.9915957,base line
3535,166.9917349,base line
3536,166.9914308,base line
3537,166.9918761,base line
3538,166.9916726,base line
3539,166.9918471,base line
3540,166.9915143,base line
3541,166.9918457,base line
3542,166.9916326,base line
3543,166.9916271,base line
3544,166.991568,base line
3545,166.9914877,base line
3546,166.9915674,base line
3547,166.9916664,base line
3548,166.9914672,base line
3549,166.9918081,base line
3550,166.9920847,base line
3551,166.9917115,base line
3552,166.9916285,base line
3553,166.9907058,base line
3554,166.9914414,base line
3555,166.991659,base line
3556,166.9912861,base line
3557,166.9915068,base line
3558,166.9919471,base line
3559,166.9919739,base line
3560,166.9917862,base line
3561,166.9916202,base line
3562,166.9917139,base line
3563,166.991701,base line
3564,166.9916841,base line
3565,166.9915142,base line
3566,166.9914995,base line
3567,166.9914652,base line
3568,166.991664,base line
3569,166.9918517,base line
3570,166.9918772,base line
3571,166.9915678,base line
3572,166.9913942,base line
3573,166.9916159,base line
3574,166.9914821,base line
3575,166.9915856,base line
3576,166.991644,base line
3577,166.9908058,base line
3578,166.9916234,base line
3579,166.9916795,base line
3580,166.9915935,base line
3581,166.9910412,base line
3582,166.9911926,base line
3583,166.9912798,base line
3584,166.9918594,base line
3585,166.9914867,base line
3586,166.9912144,base line
3587,166.9912464,base line
3588,166.9912532,base line
3589,166.9913618,base line
3590,166.9912377,base line
3591,166.9910099,base line
3592,166.9914162,base line
3593,166.9919874,base line
3594,166.9913139,base line
3595,166.9918752,base line
3596,166.9917305,base line
3597,166.9920223,base line
3598,166.9915845,base line
3599,166.9918295,base line
3600,166.9920593,base line
3601,166.9922831,base line
3602,166.9914906,base line
3603,166.9924647,base line
3604,166.9924302,base line
3605,166.9919791,base line
3606,166.9911913,base line
3607,166.992534,base line
3608,166.9919543,base line
3609,166.9922221,base line
3610,166.9914455,base line
3611,166.9904727,base line
3612,166.9909357,base line
3613,166.9910174,base line
3614,166.9916212,base line
3615,166.9911644,base line
3616,166.99175,base line
3617,166.9916836,base line
3618,166.9918147,base line
3619,166.9910845,base line
3620,166.9916956,base line
3621,166.991864,base line
3622,166.9916647,base line
3623,166.9912015,base line
3624,166.9915481,base line
3625,166.9918815,base line
3626,166.9921918,base line
3627,166.9914448,base line
3628,166.992189,base line
3629,166.9919881,base line
3630,166.9918914,base line
3631,166.991102,base line
3632,166.9911929,base line
3633,168.878277,
3634,168.8515741,
3635,168.9382967,
3636,168.8346121,
3637,168.780587,
3638,168.890311,
3639,168.9115122,
3640,169.193617,
3641,169.3342248,
3642,169.2874849,
3643,169.0734432,
3644,168.8515365,
3645,168.6882375,
3646,168.4083684,
3647,168.1771963,
3648,167.5529616,
3649,167.6467771,
3650,167.8244148,
3651,167.9495893,
3652,168.0694136,
3653,168.2582085,
3654,168.235909,
3655,168.226398,
3656,168.2317005,
3657,168.5739416,
3658,168.7686289,
3659,168.8635959,
3660,168.8533586,
3661,168.7401201,
3662,168.3025616,
3663,168.3448579,
3664,168.1852756,
3665,168.3572413,
3666,168.1869113,
3667,168.3572039,
3668,168.3988582,
3669,168.446403,
3670,168.2308183,
3671,168.4139094,
3672,168.3984733,
3673,168.4571536,
3674,168.2700683,
3675,168.2000842,
3676,168.0005119,
3677,167.9551609,
3678,167.7255458,
3679,167.6763923,
3680,167.6785241,
3681,167.5469817,
3682,167.3365323,
3683,167.3527013,
3684,167.3980895,
3685,167.4037759,
3686,167.2422023,
3687,167.1751146,
3688,166.9269358,
3689,167.0301763,
3690,167.013586,
3691,166.7144295,
3692,166.7110093,
3693,166.7318017,
3694,166.7684654,
3695,166.7902967,
3696,167.0059041,
3697,167.1677116,
3698,167.0943449,
3699,166.9814001,
3700,166.9743923,
3701,166.8714322,
3702,166.9216328,
3703,167.0395417,
3704,167.1686543,
3705,167.3334875,
3706,167.4544143,
3707,167.3692891,
3708,167.6447356,
3709,167.7111701,
3710,167.5038167,
3711,167.3406571,
3712,167.2425501,
3713,167.1222892,
3714,166.9298784,
3715,166.7299749,
3716,166.8675644,
3717,166.7659343,
3718,166.6575685,
3719,166.6261264,
3720,166.3641608,
3721,166.4496506,
3722,166.3638078,
3723,166.2892894,
3724,166.3312415,
3725,166.3954152,
3726,166.444973,
3727,166.4169838,
3728,166.4810384,
3729,166.5972587,
3730,166.6557289,
3731,166.8526619,
3732,166.9403753,
3733,167.2301693,
3734,167.2903209,
3735,167.2025701,
3736,167.2313443,
3737,167.5729813,
3738,167.7187357,
3739,168.1528987,
3740,168.1579847,
3741,168.4941295,
3742,168.3747668,
3743,168.510159,
3744,168.412981,
3745,168.4476048,
3746,168.4069769,
3747,168.1820116,
3748,168.1581144,
3749,168.1487267,
3750,168.0102649,
3751,167.9749585,
3752,168.3141785,
3753,168.1913166,
3754,168.4464499,
3755,168.5876859,
3756,168.8107774,
3757,168.9076371,
3758,168.8543244,
3759,168.8830165,
3760,168.8420258,
3761,168.7221944,
3762,168.5973098,
3763,168.4596433,
3764,168.4711031,
3765,168.5749647,
3766,168.8320665,
3767,169.1252732,
3768,169.3554111,
3769,169.4923674,
3770,169.9850738,
3771,170.080357,
3772,170.1016886,
3773,169.8119738,
3774,170.0139574,
3775,169.7772171,
3776,170.0041801,
3777,170.1391022,
3778,170.289191,
3779,170.4900192,
3780,170.5369105,
3781,170.5105557,
3782,170.3025603,
3783,170.2788108,
3784,170.2832857,
3785,170.4746777,
3786,170.3681976,
3787,170.4028258,
3788,170.4381528,
3789,170.4686242,
3790,170.426511,
3791,170.5718399,
3792,170.4792695,
3793,170.3052952,
3794,169.8577714,
3795,169.7580965,
3796,169.6584277,
3797,169.6769736,
3798,169.5696932,
3799,169.679786,
3800,169.812029,
3801,169.7173447,
3802,169.3692781,
3803,169.3321762,
3804,169.3137154,
3805,169.4311558,
3806,169.3991883,
3807,169.1939756,
3808,169.4303591,
3809,169.5242016,
3810,169.5740808,
3811,169.5444382,
3812,169.4689346,
3813,169.3647454,
3814,169.1640821,
3815,168.972387,
3816,169.0944862,
3817,168.9598613,
3818,168.9242692,
3819,168.5648171,
3820,168.5504537,
3821,168.4038638,
3822,168.3232064,
3823,168.0595688,
3824,167.9462415,
3825,167.7764245,
3826,167.5640472,
3827,167.4700816,
3828,167.2772129,
3829,167.3342089,
3830,167.3118904,
3831,167.18139,
3832,167.4111205,
3833,167.4109172,
3834,167.3328992,
3835,167.3044666,
3836,167.5422978,
3837,167.7816006,
3838,167.8847074,
3839,167.8168284,
3840,167.7777186,
3841,167.8473762,
3842,167.7487736,
3843,167.5601113,
3844,167.5578832,
3845,167.7556335,
3846,167.8550037,
3847,167.9516743,
3848,167.8466562,
3849,167.8169522,
3850,167.7729996,
3851,167.7377156,
3852,167.6876075,
3853,167.8615281,
3854,167.7681461,
3855,167.6840709,
3856,167.5903605,
3857,167.674517,
3858,167.8376901,
3859,168.0223821,
3860,168.0146322,
3861,168.0837331,
3862,167.9513956,
3863,167.8945476,
3864,168.0004661,
3865,167.8232034,
3866,167.9193183,
3867,168.022742,
3868,168.0510627,
3869,168.075572,
3870,168.1676211,
3871,168.1421227,
3872,168.0748926,
3873,167.9224589,
3874,167.9082983,
3875,167.8998114,
3876,167.8114385,
3877,167.6334747,
3878,167.4302674,
3879,167.2142478,
3880,167.1782822,
3881,167.1546089,
3882,167.3281195,
3883,167.5693879,
3884,167.5418306,
3885,167.3556555,
3886,167.1274436,
3887,167.0135267,
3888,166.995954,
3889,166.9698622,
3890,166.9698317,
3891,167.2357462,
3892,167.5996592,
3893,167.7974807,
3894,167.9196622,
3895,168.0630011,
3896,167.9844421,
3897,167.6262049,
3898,167.400487,
3899,167.4022852,
3900,167.196666,
3901,167.1133063,
3902,166.9958525,
3903,167.0868163,
3904,167.0722626,
3905,167.0400667,
3906,167.1108587,
3907,167.4529369,
3908,167.5643717,
3909,167.6455845,
3910,167.6317652,
3911,167.770707,
3912,167.6967103,
3913,167.5151576,
3914,167.3024304,
3915,167.3029735,
3916,167.4701352,
3917,167.3763983,
3918,167.0083413,
3919,167.2001357,
3920,167.397576,
3921,167.5570426,
3922,167.5374079,
3923,167.2640268,
3924,167.3232838,
3925,167.3149942,
3926,167.1941494,
3927,167.0383447,
3928,167.0382844,
3929,167.0027473,
3930,167.1158337,
3931,167.1660289,
3932,167.4291167,
3933,167.577527,
3934,167.7729566,
3935,167.8076392,
3936,167.9873683,
3937,167.990352,
3938,168.0502146,
3939,167.9831254,
3940,167.9863464,
3941,167.7773143,
3942,167.6086955,
3943,167.4331848,
3944,167.6497656,
3945,167.701349,
3946,167.5902219,
3947,167.4212823,
3948,167.0672842,
3949,166.2724584,
3950,166.2601371,
3951,166.0497895,
3952,165.9187297,
3953,166.1793874,
3954,166.2185412,
3955,166.2468991,
3956,166.3866693,
3957,166.785154,
3958,166.674799,
3959,166.5347298,
3960,166.2501663,
3961,166.0428986,
3962,165.8009789,
3963,165.1628596,
3964,165.3679286,
3965,165.3748209,
3966,165.4118074,
3967,165.2772924,
3968,165.2872501,
3969,165.2574515,
3970,165.4085888,
3971,165.4893242,
3972,165.8495005,
3973,166.1643447,
3974,166.3184732,
3975,166.315738,
3976,166.4077737,
3977,166.3266331,
3978,166.2308129,
3979,166.1268014,
3980,166.029589,
3981,165.9747492,
3982,165.9884587,
3983,166.0198767,
3984,166.0660289,
3985,166.1062661,
3986,166.2203464,
3987,166.079551,
3988,166.0332713,
3989,166.0135084,
3990,166.267874,
3991,166.5460324,
3992,166.6689139,
3993,166.6129426,
3994,166.6662194,
3995,166.4919642,
3996,166.1991352,
3997,165.9149086,
3998,165.904021,
3999,165.7496069,
4000,166.9924183,base line
4001,166.9920437,base line
4002,166.9917756,base line
4003,166.9919572,base line
4004,166.9919409,base line
4005,166.991991,base line
4006,166.992189,base line
4007,166.9920076,base line
4008,166.9917778,base line
4009,166.9918179,base line
4010,166.9915957,base line
4011,166.9917349,base line
4012,166.9914308,base line
4013,166.9918761,base line
4014,166.9916726,base line
4015,166.9918471,base line
4016,166.9915143,base line
4017,166.9918457,base line
4018,166.9916326,base line
4019,166.9916271,base line
4020,166.991568,base line
4021,166.9914877,base line
4022,166.9915674,base line
4023,166.9916664,base line
4024,166.9914672,base line
4025,166.9918081,base line
4026,166.9920847,base line
4027,166.9917115,base line
4028,166.9916285,base line
4029,166.9906987,base line
4030,166.9914881,base line
4031,166.9916942,base line
4032,166.9913056,base line
4033,166.9915064,base line
4034,166.9918449,base line
4035,166.9917402,base line
4036,166.9917343,base line
4037,166.9915815,base line
4038,166.9917075,base line
4039,166.9917649,base line
4040,166.9918666,base line
4041,166.9915326,base line
4042,166.9920904,base line
4043,166.9920792,base line
4044,166.9920665,base line
4045,166.9920359,base line
4046,166.9922015,base line
4047,166.9920768,base line
4048,166.9912703,base line
4049,166.9917906,base line
4050,166.9916598,base line
4051,166.9916503,base line
4052,166.991997,base line
4053,166.9916797,base line
4054,166.9921554,base line
4055,166.992154,base line
4056,166.992079,base line
4057,166.9920095,base line
4058,166.9910669,base line
4059,166.9911123,base line
4060,166.9914793,base line
4061,166.9913317,base line
4062,166.9914778,base line
4063,166.9914247,base line
4064,166.9912187,base line
4065,166.9914102,base line
4066,166.9909186,base line
4067,166.9913187,base line
4068,166.991508,base line
4069,166.9915616,base line
4070,166.9912936,base line
4071,166.9916176,base line
4072,166.9918316,base line
4073,166.991869,base line
4074,166.991823,base line
4075,166.9919816,base line
4076,166.9920377,base line
4077,166.9921759,base line
4078,166.9919565,base line
4079,166.9927114,base line
4080,166.9923958,base line
4081,166.9923092,base line
4082,166.9913325,base line
4083,166.9922453,base line
4084,166.9924191,base line
4085,166.9927129,base line
4086,166.9921234,base line
4087,166.9906779,base line
4088,166.9912892,base line
4089,166.9910504,base line
4090,166.9914786,base line
4091,166.9905016,base line
4092,166.9915361,base line
4093,166.9913648,base line
4094,166.9915615,base line
4095,166.9908124,base line
4096,166.9913874,base line
4097,166.9914869,base line
4098,166.9914613,base line
4099,166.9909218,base line
4100,166.9914153,base line
4101,166.9917514,base line
4102,166.9916538,base line
4103,166.9908611,base line
4104,166.9916049,base line
4105,166.9916611,base line
4106,166.9917173,base line
4107,166.9909705,base line
4108,166.9912741,base line
4109,169.2745794,base line
4110,169.2762935,base line
4111,169.5801467,
4112,169.5695162,
4113,169.6545651,
